id,per.capita,white.per.capita,black.per.capita,native.american.per.capita,asian.per.capita,pacific.islander.per.capita,other.per.capita,two.races.per.capita,hisp.per.capita,non.hisp.per.capita
18105001103,23976,24733,N,-,3373,-,-,N,-,24733
18105001200,28755,29481,N,-,76033,-,N,11109,20427,29452
18105001301,22676,22702,N,N,-,-,N,N,N,22788
18105001303,28964,29262,25253,-,-,-,-,N,N,29264
18105001304,20964,21264,N,-,-,-,-,N,-,21264
18105001305,20778,20726,53000,11582,-,-,-,17980,N,20726
18105001401,35810,33845,-,N,106219,-,-,-,-,33845
18105001402,29690,29716,26049,-,N,-,N,33246,N,29716
18105001501,30172,30470,N,-,N,-,-,-,N,30589
18105001502,36205,36205,-,-,-,-,-,-,-,36205
18105001600,6211,5880,5024,-,13165,-,N,N,4739,5900
18107956700,25744,25744,-,-,-,-,-,-,N,26076
18107956800,21214,21217,18847,-,22500,-,N,-,8275,21354
18107956900,26942,27222,-,N,-,-,-,16121,25070,27378
18107957000,19041,20065,36827,N,5966,-,N,4482,7235,20628
18107957100,18471,18267,10199,-,-,-,-,N,7433,18362
18107957200,18654,18620,N,-,N,-,7419,N,7944,19923
18107957300,32220,32446,-,-,N,-,N,22372,23151,32547
18107957400,22384,22228,19496,-,-,-,-,N,-,22228
18107957500,20873,20926,-,-,N,-,-,N,18598,20957
18109510100,25932,25954,-,-,-,-,N,24140,15989,26184
18109510201,24954,25050,-,-,-,-,N,N,N,25354
18109510202,22190,23208,N,-,-,-,N,N,N,23208
18109510300,22228,22602,N,-,-,-,-,-,-,22602
18109510401,24037,24849,-,-,6394,-,-,-,-,24849
18109510402,26400,27433,N,N,-,-,-,2331,N,27398
18109510500,23511,24032,-,12447,N,-,N,6374,20288,24051
18109510600,25325,25524,-,-,N,-,10629,-,8475,25761
18109510701,17952,17965,-,-,N,-,-,-,-,17965
18109510702,28701,28814,-,-,N,-,-,13286,-,28814
18109510800,16817,16817,-,-,-,-,-,-,-,16817
18109510900,17625,17578,-,N,N,-,N,-,14983,17715
18109511000,25871,26067,-,-,-,-,-,7969,N,26044
18111100400,25997,26442,-,-,-,-,-,8131,12821,26956
18111100500,22847,23401,N,-,N,-,-,7653,16311,23359
18111100600,19574,19347,N,-,-,-,7656,39471,10725,19641
18111100700,26163,26516,-,-,-,-,N,16213,7407,27043
18113971700,21626,22664,-,-,11431,-,11993,13958,10920,23103
18113971800,17135,17617,-,-,N,-,-,10852,N,17920
18113971900,18997,20097,N,N,-,-,N,8343,7243,20489
18113972000,21752,21888,-,N,N,-,N,21090,N,22115
18113972100,19091,20254,-,N,N,-,10160,N,12787,20098
18113972200,15434,16186,N,N,-,N,12395,6864,9491,21681
18113972300,19023,19232,-,N,-,-,12556,13899,18359,19170
18113972400,19400,19910,N,N,N,-,N,10527,12655,20016
18113972500,21908,22138,30385,-,-,-,N,12107,12607,22167
18113972600,22310,22445,13471,N,-,-,-,22074,N,22503
18115965700,20489,20393,26038,-,-,-,-,21236,N,20270
18115965800,30397,29191,N,-,-,-,-,79756,79371,29249
18117951300,20765,20944,-,N,N,-,-,2598,-,20944
18117951400,18664,18788,-,-,-,-,N,N,18631,18785
18117951500,19345,19294,17690,-,32202,-,15354,-,12515,19329
18117951600,19988,20065,-,N,-,-,N,N,7377,20130
18117951700,16518,16670,11362,-,-,-,-,-,7104,16837
18117951800,19454,19593,-,N,-,-,N,-,N,19593
18119955500,19312,19654,N,-,N,-,-,5465,-,19654
18119955600,20185,20308,-,N,N,-,-,-,-,20308
18119955700,22573,23341,2675,-,7193,-,N,N,N,23341
18119955800,20921,21114,-,-,11950,-,11415,N,6928,21448
18119955900,19444,19559,-,-,-,-,N,-,4267,19691
18121030100,20490,20654,-,-,-,-,-,10237,N,20657
18121030200,20833,20868,-,-,N,-,-,-,13447,21100
18121030300,14876,16130,2895,5868,-,-,N,8900,2245,16178
18121030400,22605,22736,N,N,15300,-,N,13669,17100,22767
18123952200,16762,18475,2456,-,-,N,2676,N,5207,18520
18123952300,26868,26972,-,-,N,-,-,-,-,27012
18123952400,21512,21685,N,-,-,-,-,N,27440,21636
18123952500,23042,23122,-,N,N,-,-,N,N,23122
18123952600,15285,15108,-,-,N,-,-,27364,N,15124
18125953900,19063,19098,-,-,-,-,N,N,N,19098
18125954000,20101,20281,N,-,N,-,-,-,-,20281
18125954100,20473,20336,N,-,-,-,N,-,N,20302
18125954200,20477,20034,-,-,40736,-,N,-,N,20227
18127050101,34670,34870,N,-,27558,-,49993,16463,20370,36119
18127050103,32385,32553,N,N,N,-,22419,25085,13500,32824
18127050202,24612,25003,N,-,20958,-,23542,26177,14997,25904
18127050203,30597,30837,N,N,67266,-,10631,13500,25127,30642
18127050300,32863,33661,22353,N,27115,-,19239,23986,26713,34400
18127050402,27093,27805,23389,-,24189,-,18861,N,13938,29830
18127050405,56374,56510,-,-,N,-,N,-,24497,57352
18127050407,20098,20665,20671,-,-,-,18247,7196,11792,21707
18127050501,22149,22271,-,N,45632,-,10346,N,18356,22486
18127050503,21530,21429,27604,N,-,-,24799,17595,20804,21655
18127050505,21142,22162,-,-,-,-,-,6411,29435,21742
18127050506,26071,26696,23542,N,25447,-,21383,N,18254,27610
18127050507,21638,22283,27512,-,9265,-,17750,1182,17368,22544
18127050508,20487,21738,15391,-,N,N,19083,22269,17496,22774
18127050509,20736,22941,7292,-,21477,-,10464,-,19652,23331
18127050602,33521,33746,45785,-,62805,-,6917,5362,5146,34500
18127050603,40728,41020,N,N,45117,-,-,N,25355,41559
18127050604,38384,39010,18885,-,39372,N,N,29794,26414,39392
18127050702,26556,27675,23751,N,24573,-,28565,8024,12685,29203
18127050703,29490,29557,-,-,-,-,-,N,14578,30160
18127050704,34488,34530,N,-,11109,-,26819,133076,8356,34888
18127050800,22070,23214,9109,-,3623,-,10244,6110,13084,24066
18127050900,11500,12566,7879,N,1247,-,N,N,10277,12853
18127051002,29334,29736,N,16009,N,-,25250,3502,25251,29885
18127051005,37029,37657,N,-,N,-,28970,N,29310,37839
18127051006,23912,24047,-,-,43547,-,N,N,27842,23833
18127051007,29822,30200,-,N,25208,-,24014,13479,18846,30489
18127051008,25683,26088,30923,-,-,-,14551,-,23277,26222
18127051101,26558,26925,N,-,-,-,29537,N,20263,26991
18127051102,23852,24281,N,-,3578,-,N,N,11276,24543
18127980001,N,N,-,-,-,-,-,-,-,N
18127980002,-,-,-,-,-,-,-,-,-,-
18127990000,-,-,-,-,-,-,-,-,-,-
18129040100,24392,24428,-,-,N,-,32781,N,21831,24642
18129040200,26841,26852,-,-,-,-,-,N,14870,26890
18129040300,29042,29542,-,-,-,-,-,N,-,29542
18129040400,29510,29960,-,-,-,-,-,N,-,29960
18129040500,30831,30897,N,N,-,-,-,-,-,30897
18129040600,21271,22599,4514,-,-,-,N,3261,20129,22518
18129040700,25673,26421,19570,-,-,-,5884,-,6217,26421
18131958900,24424,24371,N,-,N,-,N,-,N,24371
18131959000,20917,20984,-,N,N,-,N,30840,13523,21375
18131959100,14546,15033,-,N,N,-,9946,-,11182,15120
18131959200,24834,24982,-,-,N,-,-,N,19502,25058
18133956000,21926,22045,-,N,-,N,-,9668,-,22045
18133956100,24514,24413,-,N,-,-,N,-,N,24413
18133956200,18695,19027,14393,N,15005,-,N,4376,7059,19116
18133956300,19502,20366,3866,-,12359,-,13229,5337,15465,20333
18133956400,24333,24353,N,-,41639,-,-,12026,N,24761
18133956500,21037,21155,4713,-,-,-,-,11240,9875,21286
18133956600,15944,18678,2291,20068,18242,-,1838,48920,542,18841
18135951400,19695,19700,-,-,-,-,N,-,N,19700
18135951500,19838,20032,-,N,-,-,-,10976,-,20032
18135951600,14878,15577,11563,-,-,-,9861,-,10740,15627
18135951700,17352,17594,-,-,N,-,-,13370,N,17721
18135951800,20739,21243,N,-,-,-,-,8350,N,21463
18135951900,22134,22234,N,15650,-,-,-,11137,N,22270
18135952000,20518,20735,N,-,-,-,N,14598,14415,20711
18135952100,21691,21639,-,-,-,-,N,29429,N,21639
18137968400,24148,24225,N,-,17568,-,16915,23659,14747,24305
18137968500,24319,25410,N,-,10470,-,N,N,12890,25703
18137968600,19567,19644,-,-,-,-,N,N,N,19743
18137968700,19824,19852,N,N,-,-,-,N,-,19852
18137968800,19922,19955,N,N,N,-,-,N,-,20183
18137968900,22094,22231,-,N,-,-,N,N,N,22231
18139974100,26559,26532,N,N,-,-,-,-,-,26532
18139974200,23200,23368,-,N,-,-,-,11448,17875,23392
18139974300,16458,16985,12321,-,N,-,4966,-,4552,17068
18139974400,17578,17479,22556,-,-,-,-,-,N,17470
18139974500,22472,23184,-,-,N,-,-,1968,-,23184
18141000100,14868,18797,9973,-,-,-,12346,N,13303,19525
18141000200,15348,20817,12900,N,-,-,10782,1723,7575,21805
18141000301,19664,23286,6804,-,N,-,-,-,6155,24457
18141000302,18372,24750,12227,47393,N,-,27729,2853,10186,24658
18141000400,11823,13192,13670,-,-,-,6631,N,6379,13500
18141000500,12962,15307,12017,-,-,-,-,-,N,19882
18141000600,9988,12001,7179,N,20790,-,11296,-,12231,11820
18141000700,24478,27772,13405,-,-,-,N,-,N,27772
18141000800,31032,31350,N,N,52538,-,31751,-,26658,31683
18141000900,18502,19587,8213,13932,45834,-,13575,10484,18456,19462
18141001000,16010,16451,17895,-,N,-,3767,8497,9127,16567
18141001100,17784,21759,14567,-,15473,-,6583,4209,14258,21439
18141001200,34205,38842,12027,-,11296,-,-,15161,17344,40895
18141001300,20416,20677,16940,32904,28571,-,17516,14505,14492,22136
18141001400,18411,19590,11300,N,-,-,27619,N,6710,20597
18141001500,17352,21285,10583,N,-,-,11895,6041,7693,21302
18141001600,35603,39536,16513,N,-,-,14835,20110,14674,39906
18141001700,14657,21198,7625,-,N,-,-,N,-,21198
18141001900,9640,18554,6088,N,-,-,-,10947,N,20590
18141002000,10591,19520,6646,N,22588,-,-,N,6253,23506
18141002100,6778,5987,7224,-,-,-,N,-,3536,6682
18141002200,11950,11575,13174,-,22352,-,12442,8361,10540,13980
18141002300,14041,12739,14554,-,-,-,-,-,7156,20791
18141002400,10762,12693,10102,-,-,-,8891,N,6066,20584
18141002500,18298,21626,15527,-,-,-,10349,20809,11774,23514
18141002600,15203,15278,17674,-,-,-,12360,N,8417,17801
18141002700,10359,11985,6915,N,-,-,14974,N,12884,11836
18141002800,13091,14049,14357,N,-,-,10144,3268,9584,16920
18141002900,6655,8564,5916,-,-,-,12206,-,8051,8064
18141003000,11670,13297,10368,-,-,-,5085,N,6112,14445
18141003100,13489,16367,9373,-,-,-,13294,2197,12145,16483
18141003200,36634,39242,30736,-,42727,N,6502,18706,7062,39480
18141003300,18327,19510,19428,N,-,-,N,674,3560,20423
18141003400,12342,13951,9621,9824,N,-,6142,15971,13283,13770
18141003500,16137,20022,9924,-,-,-,-,2980,3917,21064
18141010100,16213,16152,36798,N,-,-,-,9070,N,16301
18141010200,21207,21295,9217,18589,-,-,18202,38410,11477,21812
18141010300,21817,21596,34001,-,13233,-,-,11215,9132,21663
18141010400,23070,23182,N,N,-,N,-,-,N,23451
18141010500,27342,28043,N,-,20222,-,-,-,15599,28064
18141010600,14688,14437,16558,N,10674,-,26316,18588,8206,14718
18141010700,18126,19798,12795,10283,20300,N,N,2387,23971,19798
18141010800,24793,24723,N,13510,-,-,45588,22789,23146,24752
18141010900,27629,28430,21859,-,20507,-,N,11333,20101,28680
18141011000,28562,30098,22541,N,21131,-,30450,10123,23466,30185
18141011100,19055,20545,11997,-,N,-,N,4575,14424,20370
18141011201,13042,13591,6645,N,3767,-,N,-,7706,14131
18141011202,5398,5934,2603,N,3195,N,2224,3542,3068,6106
18141011301,19338,20873,12399,40237,19018,-,7981,N,4926,21414
18141011302,28274,29626,22951,N,3892,-,29383,-,20652,30089
18141011303,24578,25737,20050,-,N,-,22713,2353,33168,25744
18141011304,43145,42910,70418,-,N,-,-,N,N,43176
18141011305,36357,37978,34360,-,38320,-,N,12780,28098,38237
18141011306,53278,52602,24286,-,174278,-,20612,-,20523,52723
18141011403,38250,39650,59960,N,21577,-,24429,31993,54592,39065
18141011404,41512,43668,33283,-,30344,-,N,N,38157,43492
18141011405,33419,34056,31160,-,13114,-,-,N,-,34056
18141011406,31480,32256,25080,-,17895,-,-,N,23867,32332
18141011501,20187,23124,17216,-,12924,-,N,3903,17913,23271
18141011503,39593,39625,N,-,-,-,-,-,N,39352
18141011504,21792,22642,11371,N,-,-,-,N,-,22642
18141011505,26773,30620,17248,19120,13493,-,N,26881,35794,30195
18141011506,22415,24349,20352,N,10283,-,N,N,17199,24662
18141011601,25206,25416,12453,35150,N,-,-,N,10726,25667
18141011602,24241,24695,N,20686,-,-,N,4488,7987,25448
18141011701,20796,20917,21675,7844,35032,-,-,-,N,21088
18141011702,28034,28908,21833,-,22072,-,N,16800,3537,29084
18141011801,37126,39242,29164,-,-,-,N,-,N,40394
18141011802,28910,30206,15175,-,22131,N,N,11685,7100,30371
18141011900,32219,32839,N,N,-,-,17782,-,17425,32991
18141012000,31965,31929,N,N,N,-,N,N,28525,31986
18141012100,23026,23692,7543,N,N,-,-,19326,8107,23792
18141012200,21215,21715,19364,-,-,-,11968,N,14699,21773
18141012300,25095,25774,2647,18295,-,-,22695,N,14334,25993
18141012400,24399,24251,-,N,N,-,-,-,N,24251
18143966700,19055,18937,-,-,-,-,-,N,18132,18943
18143966800,16350,16271,N,-,N,-,12713,N,14185,16247
18143966900,25189,25331,N,-,-,-,-,15655,N,25331
18143967000,17952,17505,-,-,N,-,-,19827,N,17680
18143967100,18820,19091,-,-,-,-,-,N,N,19081
18145710100,29558,29632,-,-,-,-,N,N,28949,29800
18145710200,33324,34162,N,-,-,-,31073,N,27672,34162
18145710300,33588,33849,41082,N,N,-,N,N,12336,33973
18145710400,22836,22463,-,-,N,-,26939,-,21054,22837
18145710500,25822,27172,N,N,N,-,11633,19875,15212,27339
18145710601,15091,16059,-,-,-,N,6708,N,6976,16086
18145710602,16411,16143,8697,N,N,-,6699,-,5024,16143
18145710700,23851,24073,N,-,37123,-,5707,N,7836,24211
18145710800,29904,29884,N,-,N,-,-,N,-,29946
18145710900,26177,25909,-,47922,N,-,-,-,9979,25953
18147952700,25156,25568,N,N,3811,-,8928,N,10872,25699
18147952800,25996,26134,N,-,-,-,-,-,-,26134
18147952900,18803,18793,-,-,N,-,N,-,44363,18302
18147953000,27472,27613,-,-,N,-,-,-,N,27884
18147953100,17283,17684,N,2426,-,-,N,16700,11130,17871
18149953600,18730,18730,-,-,-,-,-,-,N,18737
18149953700,17328,17463,N,-,-,-,13549,25154,9094,17900
18149953800,19474,19418,6362,-,N,-,26560,N,21111,19493
18149953900,19989,20052,-,N,-,-,N,N,30203,20078
18149954000,14018,14000,-,-,N,-,N,17081,4100,14060
18149954100,18724,18738,-,N,-,N,-,20644,12861,18922
18149954200,18808,19230,2563,N,-,-,6289,N,6819,19531
18151970800,22012,22629,-,N,N,-,N,15140,7340,22908
18151970900,33136,35752,-,N,10843,-,-,N,N,36083
18151971000,22534,22961,-,20823,-,-,N,13077,6069,23465
18151971100,33318,34036,-,-,N,-,-,22057,N,34146
18151971200,20445,20969,N,20556,-,-,N,12030,N,21098
18151971300,20432,20912,N,-,-,-,5494,16993,10527,21280
18151971400,18852,19663,872,-,N,-,28786,8837,24449,19557
18151971500,19900,20244,N,-,-,-,-,18494,5216,20859
18151971600,23945,24988,N,N,-,-,-,14585,22747,25036
18153050100,19993,19994,N,N,N,-,N,44629,6060,20167
18153050200,25026,25039,-,-,-,-,-,N,-,25039
18153050300,23735,23772,-,-,-,-,-,N,-,23772
18153050400,19979,19976,-,-,-,-,-,N,-,19976
18153050500,12078,14154,5126,4970,N,-,-,9446,2261,14519
18155965700,21264,21368,-,-,-,-,13173,N,14261,21358
18155965800,20288,20288,-,-,-,-,-,-,-,20288
18155965900,21920,22053,-,-,-,-,-,11018,4607,22287
18157000100,14583,14628,13240,-,29524,-,N,-,8482,14763
18157000200,18420,19813,-,-,-,-,N,N,8078,20327
18157000300,22472,22920,20978,-,N,-,14585,N,9849,23530
18157000400,14112,15120,9981,8263,-,-,9185,12578,10295,15321
18157000700,23254,23688,25309,-,N,-,-,6580,7567,25301
18157000800,21563,22653,N,-,-,-,7230,N,14318,23352
18157001000,27110,27501,N,-,N,-,N,-,N,27501
18157001100,23849,25918,4151,-,N,-,14907,11292,21060,26065
18157001200,20543,21000,20811,N,48938,-,8449,4546,6880,22931
18157001300,20811,22721,N,-,N,-,11527,368,12331,22893
18157001400,18880,19883,11957,N,-,-,9541,-,13386,20504
18157001501,17133,17714,13109,-,19177,-,5503,N,10330,18237
18157001502,23572,24637,9784,-,19681,-,-,17767,11856,25852
18157001600,27253,28032,26815,N,39693,-,11210,3909,13564,28295
18157001700,20058,23546,10354,N,15287,-,19028,16807,11329,25124
18157001800,16317,16721,16174,-,N,-,11980,N,8515,19702
18157001900,35557,37426,13468,-,-,-,20591,24831,16693,37931
18157005101,24390,28307,19224,N,19863,-,-,-,39026,27794
18157005102,35593,32494,17499,-,57881,-,N,7877,11534,33192
18157005200,36079,39926,17759,N,19335,N,-,N,37551,40148
18157005300,20508,21158,N,N,18879,-,-,16982,13521,21368
18157005400,6903,6655,4881,-,8822,-,5111,5359,1536,6834
18157005500,7406,7574,959,N,5970,N,N,12286,6219,7664
18157010100,27298,27443,N,-,-,-,N,N,11838,27745
18157010201,25893,26207,61810,N,N,-,7110,N,11461,26716
18157010203,26117,26876,13681,N,30513,-,34043,10787,15556,29141
18157010204,22701,25128,5212,-,11187,-,8150,13106,17829,25625
18157010300,4256,4560,1379,N,499,-,N,3721,6240,4511
18157010400,3438,3730,3959,-,1107,-,3970,2321,3162,3752
18157010500,9238,9225,14969,-,8571,N,6983,15080,14093,8833
18157010600,32693,32125,5162,-,90267,-,-,23213,18226,32443
18157010700,24558,26118,22873,-,3475,-,22484,10019,19000,26319
18157010800,35970,35594,70437,-,80688,-,-,22148,34638,35720
18157010901,28511,29468,N,2354,15048,-,23120,N,9309,31175
18157010902,26897,27526,N,-,-,-,-,N,5427,27549
18157011000,28569,28693,-,N,-,-,-,N,N,28640
18157011100,18714,20303,11674,N,8611,-,15006,12670,11127,20634
18159020100,21899,21899,-,-,-,-,-,-,675,21989
18159020200,26034,26069,-,-,-,-,25143,-,14030,26377
18159020300,25247,25282,-,-,-,-,-,N,N,25650
18159020400,22180,22344,-,N,-,-,N,N,17613,22429
18161960700,18556,18732,N,-,N,-,N,10601,N,18732
18161960800,20158,20129,-,N,-,-,-,N,-,20129
18163000100,16346,18352,-,-,N,-,N,N,8321,18138
18163000201,32330,32964,29585,-,10581,-,N,-,60107,32831
18163000202,20447,20677,19372,-,-,-,-,-,-,20677
18163000300,14226,14792,12920,11926,683,-,N,-,13938,14799
18163000400,26212,27646,18500,-,-,-,-,8679,-,27646
18163000500,32611,30115,147258,-,-,-,-,N,N,30240
18163000600,22283,24392,7344,-,-,-,-,N,N,25216
18163000800,15492,17585,12986,-,-,-,N,N,4003,17863
18163000900,18630,20081,11881,-,-,-,N,2166,10739,20937
18163001000,15052,17043,7216,N,-,-,N,23276,N,17043
18163001100,16432,17719,15590,-,-,-,-,N,-,17719
18163001200,15099,17430,11656,-,N,-,-,N,-,17430
18163001300,11161,12609,11109,-,-,-,-,N,-,12609
18163001400,11375,16968,6140,-,-,-,-,N,-,16968
18163001500,18712,28558,15221,-,-,-,-,-,-,28558
18163001700,23345,31870,10609,-,-,-,-,12191,8570,33021
18163001800,22932,23768,N,-,-,-,-,N,-,23768
18163001900,10602,11191,21865,-,-,-,-,N,N,11054
18163002000,13937,14191,1838,-,-,-,-,N,N,14236
18163002100,21511,23223,12769,N,-,-,9848,N,13016,23835
18163002300,16002,16763,6268,N,-,-,-,N,-,16763
18163002400,17931,18855,8387,-,-,-,-,3677,-,18855
18163002500,12231,13554,14147,-,-,-,N,2816,153,13809
18163002600,21532,22213,14764,-,-,-,12793,-,10280,22431
18163002800,18866,19023,N,-,-,-,-,N,-,19023
18163002900,22200,23865,2146,-,-,-,-,-,-,23865
18163003000,19648,19905,18957,N,N,-,-,N,N,19905
18163003100,18764,18997,-,N,-,-,-,N,-,18997
18163003200,19349,19735,N,-,-,-,10761,N,10761,19735
18163003300,19055,18835,10916,45638,N,-,-,22934,N,18840
18163003400,23835,23835,-,-,-,-,-,-,N,23883
18163003500,29039,28720,N,-,-,-,-,22435,N,28942
18163003600,16963,18849,10897,-,-,-,6666,10670,N,18849
18163003701,23991,25382,11761,-,N,-,-,-,2908,26578
18163003702,15671,18489,6282,-,-,-,N,N,9537,19810
18163003801,33314,35740,26474,-,38357,-,7851,N,5660,35740
18163003803,37190,37978,27785,N,64777,-,N,14676,N,38403
18163003804,25921,27622,16573,-,-,-,-,4961,11384,27790
18163003900,23658,23531,N,-,-,-,-,-,6165,24149
18163010100,20744,21727,16007,-,22264,-,-,5683,10223,22017
18163010201,35668,36425,34502,-,13566,-,N,N,24062,36416
18163010202,27133,27488,23063,N,N,-,-,-,-,27488
18163010203,27689,28171,N,-,24558,-,-,3055,N,28388
18163010403,18416,19453,2532,N,19767,-,N,11040,N,19453
18163010404,34501,35002,N,-,28208,-,-,6345,21780,35171
18163010500,29057,28744,N,-,N,-,-,-,-,28744
18163010600,27174,27174,-,-,-,-,-,-,N,27478
18163010700,34282,34283,27484,-,142731,N,13440,15352,10673,34377
18163980100,-,-,-,-,-,-,-,-,-,-
18165020100,21714,21689,-,51661,-,-,-,N,14713,21817
18165020200,24650,24785,N,N,-,-,-,20723,N,24821
18165020300,21457,21395,58085,N,-,-,N,1810,3361,21567
18165020400,24596,24911,-,-,-,-,-,N,35020,24886
18165020500,20484,20474,-,N,N,-,-,N,N,20474
18167000300,9492,11759,2502,N,N,-,-,N,N,11365
18167000400,10035,11597,5292,-,-,-,-,3850,2488,11713
18167000500,10710,9634,17935,-,-,-,-,7584,3852,9911
18167000600,12769,14358,7813,-,-,-,16375,N,17239,14191
18167000700,16256,17619,20181,-,-,-,N,1307,N,17619
18167000900,20929,21244,N,-,-,-,-,N,-,21244
18167001000,17121,17604,N,-,12270,-,N,N,23804,17564
18167001100,13578,13782,12547,-,-,N,N,-,10072,13936
18167001200,17032,16937,18032,-,-,-,-,N,-,16937
18167001300,16662,16319,32342,-,-,-,-,N,-,16319
18167001400,23682,24377,18836,-,22995,-,N,-,24681,24354
18167001500,20427,21491,23266,-,-,-,N,6838,N,21327
18167001600,33246,33847,20797,-,-,-,N,15099,-,33847
18167001700,20227,21127,15215,-,17811,-,-,7472,N,21138
18167001800,15855,16965,4885,N,-,-,10080,-,7660,17279
18167001900,10710,11235,6774,-,-,-,-,N,N,11381
18167010100,24961,25938,12584,N,1468,-,N,11723,17669,25993
18167010201,22258,23140,7122,-,-,-,N,N,N,23438
18167010202,21057,21384,N,-,-,-,-,6254,-,21384
18167010300,18518,18860,11088,-,N,-,N,N,18181,18812
18167010400,22187,22339,-,-,27742,-,N,N,4542,22486
18167010500,16084,16564,N,N,-,-,N,N,27090,16336
18167010600,29504,29777,36869,N,N,-,-,20246,18119,29831
18167010701,29684,26121,22117,-,69334,-,N,N,13659,26286
18167010702,31548,31963,19464,N,N,-,-,N,N,31905
18167011000,24166,24941,-,-,1099,-,-,N,32678,24642
18167011100,9407,9709,8579,N,6025,N,33030,5414,21655,9671
18167011200,16922,20125,5440,8974,37337,N,2545,5096,6222,20855
18169102200,16725,17734,4015,N,12690,-,8356,2106,6903,17994
18169102300,21160,21478,-,10057,-,-,-,3096,8866,21639
18169102400,20963,21200,N,N,30259,-,-,-,-,21200
18169102500,27298,27423,-,N,-,-,-,-,N,27214
18169102600,17984,17781,-,25428,-,-,N,N,9913,18257
18169102700,19916,20064,N,17077,-,-,-,-,-,20064
18169102800,17297,17404,8298,N,-,-,-,-,N,17275
18169102900,22947,22973,N,-,-,-,N,13222,30400,22976
18171951000,22280,22409,-,-,-,-,-,7488,N,22382
18171951100,25496,26100,-,N,7912,-,N,-,N,26100
18173030100,19667,19824,-,N,N,-,-,N,-,19824
18173030200,22823,23145,-,N,N,-,-,-,-,23196
18173030300,28006,28260,N,-,-,-,-,8874,-,28260
18173030400,18538,18499,-,-,-,-,-,N,N,18598
18173030500,31196,30361,8825,-,187633,-,15831,4572,N,30361
18173030600,21646,21910,-,N,-,-,-,N,N,21950
18173030702,32622,33699,34915,-,10283,-,N,N,25301,33899
18173030703,28214,28261,31946,-,30905,-,35870,18707,25399,28358
18173030704,28493,29409,N,-,N,-,20778,N,29484,29557
18173030705,41254,42960,42894,N,28386,-,N,N,24042,43853
18173030800,36181,35046,N,-,88477,-,N,N,15911,35087
18175967200,18593,18811,-,-,-,-,-,17142,11882,18903
18175967300,18769,19134,N,-,17287,-,-,2686,-,19134
18175967400,19741,19503,-,-,N,-,-,N,9689,19726
18175967500,20502,20502,-,-,-,-,-,-,N,20586
18175967600,19597,19431,-,-,-,-,48529,N,N,19442
18175967700,18978,19264,N,-,N,-,2942,N,9480,19314
18177000200,14756,16469,8681,N,-,-,8004,6785,4380,17165
18177000400,32391,34546,12548,-,12862,-,-,6738,8919,34708
18177000500,16839,17351,16282,20022,-,-,17068,4887,17068,17351
18177000600,18501,19294,9600,-,N,-,-,5714,-,19363
18177000700,23237,23858,18830,N,-,-,N,9318,34594,23904
18177000800,16942,17500,24654,-,20268,-,-,3435,N,17857
18177000900,15007,16158,13600,-,N,-,-,3876,N,16196
18177001000,16420,17390,16946,N,N,-,8911,7249,5590,18210
18177001100,33708,33957,11703,-,52090,-,48775,N,N,34210
18177010100,19934,19927,-,-,-,-,-,N,1849,20987
18177010200,28339,28260,39027,-,-,-,-,4883,-,28260
18177010300,22853,22955,N,-,-,-,-,N,-,22955
18177010400,22680,22817,-,-,-,-,-,11770,N,22834
18177010500,23273,23426,-,-,N,-,-,-,N,23018
18177010600,20845,20839,-,-,-,-,-,22871,N,20984
18177010700,24778,24903,N,N,-,-,-,-,-,24903
18177010800,19645,19728,22344,-,N,-,-,4687,7721,19947
18179040100,22968,23055,N,-,-,-,15080,-,11149,23443
18179040200,26220,26227,-,-,-,-,N,9518,N,26352
18179040300,30064,30179,-,N,N,-,25319,13855,19879,30327
18179040400,19033,19492,N,N,-,-,N,8818,N,19492
18179040500,22701,22703,N,-,-,-,-,-,N,22733
18179040600,18319,18349,N,-,-,-,N,16717,14005,18664
18179040700,21817,21849,N,11758,N,-,-,-,25969,21814
18181958100,17292,17670,-,3008,-,-,-,N,N,17750
18181958200,22666,23177,-,N,-,-,12477,2655,8476,26400
18181958300,23997,24563,-,N,N,-,-,3505,19498,24646
18181958400,30214,30361,-,-,-,-,N,26216,14300,31231
18181958500,24724,24719,N,-,N,-,-,N,N,24708
18181958600,18535,18771,-,-,N,-,2812,8771,11811,19978
18181958700,22946,22969,N,N,-,-,-,26713,-,22969
18181958800,23023,23476,N,N,N,-,N,N,7433,23511
18183050100,23856,23860,-,N,29966,-,-,-,14114,23972
18183050200,28597,28657,N,-,-,-,N,N,N,28673
18183050300,21334,21347,N,-,N,-,N,17287,27933,21373
18183050400,22886,23266,N,-,78808,-,9198,15326,7035,23420
18183050500,22235,22440,N,-,N,-,-,6117,19737,22488
18183050600,28333,28759,-,-,N,-,N,-,-,28759
18183050700,29342,29300,-,-,-,-,-,N,41230,29189
